"","wscode","weatherdate","tmin","tmax","tmoy","rhmin","rhmax","rhmoy","rainfall","windtot","radiation","sunshine","eto"
"60",5,2014-07-29,23.9,33.7,28.8,55,89,72,0,3,20,4.8,-999
"61",5,2014-07-30,25,33.1,29.05,67,89,78,20,5,20,10.3,-999
"62",5,2014-07-31,22,32.2,27.1,79,98,88.5,3.6,3,20,8,-999
"63",5,2014-08-01,25,32.2,28.6,67,89,78,4,3,20,8,-999
"64",5,2014-08-02,22.5,30.7,26.6,71,88,79.5,2.1,4,20,0,-999
"65",5,2014-08-03,21.7,31.5,26.6,70,93,81.5,0,4,20,10.9,-999
"66",5,2014-08-04,24,30.5,27.25,73,94,83.5,6,4,20,9.5,-999
"67",5,2014-08-05,27,31.4,29.2,69,94,81.5,0.5,3,20,5.8,-999
"68",5,2014-08-06,23,31.5,27.25,70,95,82.5,0,5,20,1.6,-999
"69",5,2014-08-07,25,32.7,28.85,64,91,77.5,0,3,20,4.5,-999
"70",5,2014-08-08,23.8,29.7,26.75,74,94,84,23.6,2,20,4.6,-999
"71",5,2014-08-09,23,31,27,69,94,81.5,0,4,20,9.5,-999
"72",5,2014-08-10,23.5,31.1,27.3,68,88,78,12.2,3,20,3.5,-999
"73",5,2014-08-11,22.8,30.5,26.65,71,94,82.5,2,2,20,0.6,-999
"74",5,2014-08-12,23,31.1,27.05,72,96,84,25.5,3,20,7.6,-999
"75",5,2014-08-13,21.5,27.6,24.55,75,98,86.5,0,3,20,3.7,-999
"76",5,2014-08-14,22.5,30.5,26.5,71,89,80,0,4,20,8.2,-999
"77",5,2014-08-15,23,31.1,27.05,68,95,81.5,7.2,4,20,2.3,-999
"78",5,2014-08-16,22,30.2,26.1,73,98,85.5,7.5,3,20,7,-999
"79",5,2014-08-17,22,29.2,25.6,74,96,85,0,3,20,9.6,-999
"80",5,2014-08-18,23.6,30.7,27.15,74,89,81.5,0,3,20,3.2,-999
"81",5,2014-08-19,24.2,31.4,27.8,75,94,84.5,37.4,4,20,8,-999
"82",5,2014-08-20,21.5,31.3,26.4,62,95,78.5,0,3,20,2.2,-999
"83",5,2014-08-21,23.5,31.5,27.5,72,97,84.5,0,1,20,8.4,-999
"84",5,2014-08-22,24,30.6,27.3,73,94,83.5,19.3,4,20,2.5,-999
"85",5,2014-08-23,21.2,29.5,25.35,71,95,83,0,4,20,9.9,-999
"86",5,2014-08-24,21.2,31.7,26.45,70,95,82.5,0,4,20,7.7,-999
"87",5,2014-08-25,24.5,32.7,28.6,68,96,82,0,2,20,0,-999
"88",5,2014-08-26,25,31.7,28.35,73,94,83.5,27.2,3,20,3.9,-999
"89",5,2014-08-27,20.5,28.7,24.6,69,94,81.5,0,4,20,0,-999
"90",5,2014-08-28,22,32,27,67,96,81.5,0,3,20,5.2,-999
"91",5,2014-08-29,24,33.2,28.6,68,93,80.5,0,2,20,7.5,-999
"92",5,2014-08-30,25.2,33.1,29.15,70,91,80.5,16.8,4,20,6.4,-999
"93",5,2014-08-31,22.2,32.4,27.3,66,93,79.5,0,3,20,8.6,-999
"94",5,2014-09-01,24.2,27.5,25.85,95,98,96.5,52.8,2,20,8.4,-999
"95",5,2014-09-02,22,29.5,25.75,81,96,88.5,0.2,3,20,0.1,-999
"96",5,2014-09-03,22.1,29.4,25.75,70,92,81,0,4,20,10.7,-999
"97",5,2014-09-04,22.2,32,27.1,70,96,83,14.8,2,20,3.5,-999
"98",5,2014-09-05,20.2,26,23.1,85,96,90.5,2.4,3,20,4.4,-999
"99",5,2014-09-06,22.5,28.9,25.7,75,94,84.5,1.4,3,20,3.8,-999
"100",5,2014-09-07,24,30.6,27.3,72,88,80,0,2,20,8.6,-999
"101",5,2014-09-08,23,30.4,26.7,73,97,85,0,3,20,1.1,-999
"102",5,2014-09-09,22.6,30.7,26.65,72,94,83,16.4,1,20,9,-999
"103",5,2014-09-10,22,31.1,26.55,73,99,86,15.6,2,20,9.4,-999
"104",5,2014-09-11,21.7,31,26.35,60,94,77,0,1,20,10.2,-999
"105",5,2014-09-12,21.5,32.7,27.1,66,97,81.5,0,1,20,8.5,-999
"106",5,2014-09-13,23,32.4,27.7,63,89,76,0,3,20,7,-999
"107",5,2014-09-14,23.9,27.2,25.55,79,91,85,9.3,1,20,3.7,-999
"108",5,2014-09-15,22.2,31,26.6,70,96,83,10.1,1,20,9.2,-999
"109",5,2014-09-16,20.5,31.1,25.8,75,92,83.5,5.7,4,20,7,-999
"110",5,2014-09-17,22,30.4,26.2,72,99,85.5,0,2,20,9.5,-999
"111",5,2014-09-18,23,32.5,27.75,70,97,83.5,0,3,20,5.1,-999
"112",5,2014-09-19,22.5,29.3,25.9,69,95,82,0,3,20,3.6,-999
"113",5,2014-09-20,22.5,32,27.25,64,96,80,12.8,2,20,9.1,-999
"114",5,2014-09-21,20,30.1,25.05,76,92,84,2,2,20,7.6,-999
"115",5,2014-09-22,20.2,31.7,25.95,67,99,83,0,4,20,8.6,-999
"116",5,2014-09-23,22.5,33.6,28.05,72,96,84,22.7,3,20,7.7,-999
"117",5,2014-09-24,20.5,31.7,26.1,70,96,83,21.1,3,20,9.5,-999
"118",5,2014-09-25,22,32.6,27.3,75,96,85.5,0,NA,20,9.4,-999
"119",5,2014-09-26,23.5,33.5,28.5,54,93,73.5,4.6,1,20,8.1,-999
"120",5,2014-09-27,21,32,26.5,69,91,80,2.6,3,20,9.9,-999
"121",5,2014-09-28,22.5,31.6,27.05,59,96,77.5,0,NA,20,7.1,-999
"122",5,2014-09-29,22.6,34,28.3,65,98,81.5,0,3,20,7,-999
"123",5,2014-09-30,22.5,27.9,25.2,79,96,87.5,1.7,1,20,10,-999
"124",5,2014-10-01,21.5,29.5,25.5,78,96,87,4.3,2,20,8.6,-999
"125",5,2014-10-02,21.2,30,25.6,66,96,81,3.5,3,20,8.9,-999
"126",5,2014-10-03,22,30.7,26.35,73,94,83.5,0,2,20,2.7,-999
"127",5,2014-10-04,22.1,32.1,27.1,64,96,80,0,2,20,9.8,-999
"128",5,2014-10-05,22.2,32.7,27.45,64,95,79.5,0,1,20,2.9,-999
"129",5,2014-10-06,22.8,32.5,27.65,68,92,80,3.5,2,20,7.5,-999
"130",5,2014-10-07,22.7,33.1,27.9,68,93,80.5,0,1,20,8.8,-999
"131",5,2014-10-08,22.2,33.5,27.85,74,97,85.5,0,2,20,6,-999
"132",5,2014-10-09,23.2,34.7,28.95,67,96,81.5,0,2,20,7.9,-999
"133",5,2014-10-10,22.6,35.4,29,62,94,78,0,1,20,4.5,-999
"134",5,2014-10-11,22.5,35.7,29.1,53,98,75.5,0,2,20,7.2,-999
"135",5,2014-10-12,22.5,34.1,28.3,70,91,80.5,0.7,2,20,9.8,-999
"136",5,2014-10-13,22.2,32.7,27.45,66,96,81,0,3,20,9.2,-999
"137",5,2014-10-14,23,34.2,28.6,64,88,76,0,1,20,7.4,-999
"138",5,2014-10-15,22.5,35.2,28.85,54,95,74.5,0,2,20,10.2,-999
"139",5,2014-10-16,22.5,35.6,29.05,55,91,73,0,3,20,9.3,-999
"140",5,2014-10-17,22.1,36.3,29.2,54,95,74.5,0,2,20,9.9,-999
"141",5,2014-10-18,22,34.5,28.25,61,91,76,0.7,4,20,8,-999
"142",5,2014-10-19,21.2,34.9,28.05,56,95,75.5,2.5,3,20,10.3,-999
"143",5,2014-10-20,21.5,33.5,27.5,65,91,78,0,2,20,4.6,-999
"144",5,2014-10-21,22,34.5,28.25,59,93,76,0,1,20,8.7,-999
"145",5,2014-10-22,22,34.7,28.35,56,90,73,0,2,20,7.7,-999
"146",5,2014-10-23,22,35.1,28.55,54,93,73.5,0,4,20,10.2,-999
"147",5,2014-10-24,19.6,34.7,27.15,56,94,75,0,3,20,10.1,-999
"148",5,2014-10-25,19.5,35.2,27.35,56,93,74.5,1.3,3,20,10.4,-999
"149",5,2014-10-26,19.5,34.8,27.15,46,95,70.5,0,3,20,7.3,-999
"150",5,2014-10-27,22.9,34.7,28.8,48,94,71,0,3,20,7.4,-999
"151",5,2014-10-28,22.7,35.7,29.2,18,91,54.5,0,2,20,7.9,-999
"152",5,2014-10-29,23,35.7,29.35,59,87,73,0,2,20,6.7,-999
"153",5,2014-10-30,23,35.2,29.1,53,91,72,0,1,20,10.3,-999
"154",5,2014-10-31,22.9,35.8,29.35,56,97,76.5,0,1,20,5.1,-999
"155",5,2014-11-01,22.5,36.4,29.45,48,96,72,0,2,20,8.5,-999
"156",5,2014-11-02,21.9,35.4,28.65,39,87,63,0,2,20,8.2,-999
"157",5,2014-11-03,21.5,34.9,28.2,49,90,69.5,0,2,20,8.4,-999
"158",5,2014-11-04,22.7,35.4,29.05,50,80,65,0,2,20,10.3,-999
"159",5,2014-11-05,23,33.7,28.35,42,89,65.5,0,2,20,10.4,-999
"160",5,2014-11-06,23.5,34.9,29.2,52,91,71.5,0,2,20,9.8,-999
"161",5,2014-11-07,21,35.7,28.35,30,77,53.5,0,4,20,9.4,-999
"162",5,2014-11-08,17.7,35.1,26.4,29,93,61,0,2,20,5.3,-999
"163",5,2014-11-09,17,36.1,26.55,30,88,59,0,1,20,9.1,-999
"164",5,2014-11-10,16.5,37.2,26.85,31,90,60.5,0,2,20,8.4,-999
"165",5,2014-11-11,16,35.5,25.75,27,89,58,0,2,20,0.7,-999
"166",5,2014-11-12,19.4,34.3,26.85,53,90,71.5,0,2,20,8.8,-999
"167",5,2014-11-13,19.1,35.7,27.4,41,92,66.5,0,1,20,8.9,-999
"168",5,2014-11-14,16.2,36.5,26.35,42,85,63.5,0,1,20,9.9,-999
"169",5,2014-11-15,20.5,36.2,28.35,55,95,75,0,1,20,10.3,-999
"170",5,2014-11-16,20.2,35.5,27.85,49,90,69.5,0,2,20,10,-999
"171",5,2014-11-17,21.5,36.2,28.85,46,86,66,0,2,20,9.5,-999
"172",5,2014-11-18,21,36.2,28.6,54,88,71,0,3,20,8.7,-999
"173",5,2014-11-19,23.2,34.7,28.95,60,87,73.5,10.9,2,20,9.9,-999
"174",5,2014-11-20,22.1,34.4,28.25,59,95,77,11.1,3,20,7.8,-999
"175",5,2014-11-21,20.5,31.6,26.05,66,97,81.5,0,NA,20,4.6,-999
"176",5,2014-11-22,21.5,34.7,28.1,48,96,72,0,NA,20,7,-999
"177",5,2014-11-23,22.2,35,28.6,44,94,69,0,2,20,10.6,-999
"178",5,2014-11-24,16.5,34.6,25.55,24,96,60,0,2,20,10,-999
"179",5,2014-11-25,16.5,35,25.75,30,92,61,0,2,20,9.9,-999
"180",5,2014-11-26,15.2,34.6,24.9,26,92,59,0,NA,20,10.3,-999
"181",5,2014-11-27,15.5,35.4,25.45,27,82,54.5,0,1,20,10.3,-999
"182",5,2014-11-28,16.7,34.1,25.4,46,96,71,0,1,20,10,-999
"183",5,2014-11-29,16.6,35.5,26.05,53,92,72.5,0,2,20,10.1,-999
"184",5,2014-11-30,22.6,33.6,28.1,63,84,73.5,NA,1,20,9.7,-999
"185",5,2014-12-01,23.5,35.6,29.55,53,84,68.5,6.1,3,20,10.3,-999
"186",5,2014-12-02,22.5,35.2,28.85,42,92,67,0,1,20,8.2,-999
"187",5,2014-12-03,19.5,36.5,28,36,96,66,0,2,20,4.9,-999
"188",5,2014-12-04,16.5,36.2,26.35,22,98,60,0,4,20,7.4,-999
"189",5,2014-12-05,14.7,35.6,25.15,21,94,57.5,0,2,20,9.5,-999
